,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,Template Info,General,Specific,Substitutable,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Diagram,2,MED_1.0,ClassDiagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Class,3,Class11,,,,4,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,5,v1,,,,5,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,4,Class11,No
Attribute,6,v2,,,,6,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,4,Class11,No
Attribute,7,v3,,,,7,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,4,Class11,No
Attribute,8,v7,,,,8,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,4,Class11,No
Class,9,Class10,,,,10,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,11,v1,,,,11,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,10,Class10,No
Attribute,12,v2,,,,12,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,10,Class10,No
Class,13,Class9,,,,14,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,15,v3,,,,15,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,14,Class9,No
Attribute,16,v5,,,,16,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,14,Class9,No
Class,17,Class8,,,,18,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,19,v3,,,,19,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,18,Class8,No
Attribute,20,v4,,,,20,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,18,Class8,No
Attribute,21,v5,,,,21,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,18,Class8,No
Class,22,Class7,,,,23,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,24,v8,,,,24,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,23,Class7,No
Attribute,25,v9,,,,25,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,23,Class7,No
Class,26,Class6,,,,27,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,28,v1,,,,28,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,27,Class6,No
Attribute,29,v2,,,,29,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,27,Class6,No
Attribute,30,v6,,,,30,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,27,Class6,No
Class,31,Class5,,,,32,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,33,v1,,,,33,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,32,Class5,No
Attribute,34,v2,,,,34,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,32,Class5,No
Attribute,35,v3,,,,35,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,32,Class5,No
Class,36,Class4,,,,37,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,38,v1,,,,38,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,37,Class4,No
Attribute,39,v2,,,,39,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,37,Class4,No
Attribute,40,v8,,,,40,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,37,Class4,No
Class,41,Class2,,,,42,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,43,v1,,,,43,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,42,Class2,No
Attribute,44,v2,,,,44,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,42,Class2,No
Attribute,45,v3,,,,45,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,42,Class2,No
Class,46,Class,,,,47,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,48,v1,,,,48,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,47,Class,No
Attribute,49,v4,,,,49,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,47,Class,No
Attribute,50,v5,,,,50,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,47,Class,No
Attribute,51,v6,,,,51,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,47,Class,No
Attribute,52,v7,,,,52,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,47,Class,No
Class,53,Class1,,,,54,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,MED_1.0,,,No
Attribute,55,v1,,,,55,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,54,Class1,No
Attribute,56,v3,,,,56,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,MED_1.0,54,Class1,No
Generalization,57,,,,,58,,Unspecified,,,,,,,,,,,,,,,,,,,46,36,No,,,,,,,,,,,,2,MED_1.0,59,Generalization,No
Generalization,60,,,,,61,,Unspecified,,,,,,,,,,,,,,,,,,,46,31,No,,,,,,,,,,,,2,MED_1.0,59,Generalization,No
Generalization,62,,,,,63,,Unspecified,,,,,,,,,,,,,,,,,,,46,26,No,,,,,,,,,,,,2,MED_1.0,59,Generalization,No
Generalization,64,,,,,65,,Unspecified,,,,,,,,,,,,,,,,,,,46,22,No,,,,,,,,,,,,2,MED_1.0,59,Generalization,No
