,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,Template Info,General,Specific,Substitutable,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Diagram,1,XL_1.1,ClassDiagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Class,2,Class35,,,,3,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,4,v1,,,,4,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,3,Class35,No
Class,5,Class34,,,,6,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,7,v2,,,,7,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,6,Class34,No
Class,8,Class33,,,,9,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,10,v1,,,,10,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,9,Class33,No
Class,11,Class32,,,,12,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,13,v1,,,,13,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,12,Class32,No
Attribute,14,v2,,,,14,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,12,Class32,No
Attribute,15,v3,,,,15,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,12,Class32,No
Attribute,16,v4,,,,16,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,12,Class32,No
Class,17,Class31,,,,18,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,19,v1,,,,19,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,18,Class31,No
Class,20,Class30,,,,21,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,22,v1,,,,22,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,21,Class30,No
Attribute,23,v3,,,,23,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,21,Class30,No
Attribute,24,v6,,,,24,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,21,Class30,No
Class,25,Class29,,,,26,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,27,v2,,,,27,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,26,Class29,No
Attribute,28,v3,,,,28,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,26,Class29,No
Attribute,29,v4,,,,29,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,26,Class29,No
Class,30,Class28,,,,31,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,32,v1,,,,32,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,31,Class28,No
Class,33,Class27,,,,34,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,35,v1,,,,35,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,34,Class27,No
Class,36,Class26,,,,37,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
Attribute,38,v1,,,,38,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,37,Class26,No
Attribute,39,v2,,,,39,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,XL_1.1,37,Class26,No
Class,40,Class25,,,,41,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,XL_1.1,,,No
