,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Template Info,General,Specific,Substitutable,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Diagram,2,LARGE_1,ClassDiagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Class,3,Class20,,,,4,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,5,v1,,,,5,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,4,Class20,No
Attribute,6,v2,,,,6,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,4,Class20,No
Attribute,7,v3,,,,7,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,4,Class20,No
Attribute,8,v4,,,,8,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,4,Class20,No
Attribute,9,v6,,,,9,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,4,Class20,No
Attribute,10,v7,,,,10,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,4,Class20,No
Class,11,Class19,,,,12,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,13,v1,,,,13,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,12,Class19,No
Attribute,14,v3,,,,14,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,12,Class19,No
Attribute,15,v4,,,,15,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,12,Class19,No
Attribute,16,v2,,,,16,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,12,Class19,No
Class,17,Class18,,,,18,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,LARGE_1,,,No
Attribute,19,v1,,,,19,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,18,Class18,No
Attribute,20,v2,,,,20,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,2,LARGE_1,18,Class18,No
