,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Template Info,General,Specific,Substitutable,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Diagram,1,LARGE_1,ClassDiagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Class,2,Class,,,,3,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LARGE_1,,,No
Attribute,4,v1,,,,4,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,3,Class,No
Attribute,5,v2,,,,5,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,3,Class,No
Attribute,6,v3,,,,6,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,3,Class,No
Class,7,Class2,,,,8,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LARGE_1,,,No
Attribute,9,v1,,,,9,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,8,Class2,No
Attribute,10,v2,,,,10,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,8,Class2,No
Attribute,11,v3,,,,11,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,8,Class2,No
Class,12,Class3,,,,13,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LARGE_1,,,No
Attribute,14,v1,,,,14,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,13,Class3,No
Attribute,15,v2,,,,15,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,13,Class3,No
Attribute,16,v3,,,,16,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,13,Class3,No
Class,17,Class4,,,,18,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LARGE_1,,,No
Attribute,19,v1,,,,19,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,18,Class4,No
Attribute,20,v2,,,,20,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,18,Class4,No
Attribute,21,v3,,,,21,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,18,Class4,No
Attribute,22,v4,,,,22,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,18,Class4,No
Attribute,23,v5,,,,23,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,18,Class4,No
Class,24,Class5,,,,25,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LARGE_1,,,No
Attribute,26,v1,,,,26,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,25,Class5,No
Attribute,27,v2,,,,27,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,25,Class5,No
Attribute,28,v3,,,,28,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,25,Class5,No
Class,29,Class6,,,,30,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LARGE_1,,,No
Attribute,31,v1,,,,31,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,1,LARGE_1,30,Class6,No
