,ID,Name,Type,Description,Parent Model,Model ID,Stereotypes,Visibility,Abstract,Leaf,Root,Active,Business model,Transit From,Transit To,Initial value,Multiplicity,Type Modifier,Scope,Aggregation,Derived,Visible,Setter,Getter,Unique,Template Info,General,Specific,Substitutable,From,From Role,From Multiplicity,From Navigable,From Aggregation Kind,To,To Role,To Multiplicity,To Navigable,To Aggregation Kind,ORM Collection Type,Diagram ID,Diagram Name,Parent ID,Parent Name,Delete ?
Diagram,3,SMALL_1.1,ClassDiagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
Class,4,Class,,,,5,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SMALL_1.1,,,No
Attribute,6,v1,,,,6,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,5,Class,No
Attribute,7,v3,,,,7,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,5,Class,No
Attribute,8,v4,,,,8,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,5,Class,No
Class,9,Class4,,,,10,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SMALL_1.1,,,No
Attribute,11,var1,,,,11,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,10,Class4,No
Attribute,12,v4,,,,12,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,10,Class4,No
Attribute,13,v5,,,,13,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,10,Class4,No
Class,14,Class3,,,,15,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SMALL_1.1,,,No
Attribute,16,var2,,,,16,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Attribute,17,v3,,,,17,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Attribute,18,v4,,,,18,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Attribute,19,v5,,,,19,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Attribute,20,v6,,,,20,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Attribute,21,v7,,,,21,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Attribute,22,var1,,,,22,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,15,Class3,No
Class,23,Class2,,,,24,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SMALL_1.1,,,No
Attribute,25,var3,,,,25,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,24,Class2,No
Attribute,26,v4,,,,26,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,24,Class2,No
Class,27,Class1,,,,28,,public,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,SMALL_1.1,,,No
Attribute,29,var1,,,,29,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,28,Class1,No
Attribute,30,var2,,,,30,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,28,Class1,No
Attribute,31,v3,,,,31,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,28,Class1,No
Attribute,32,v4,,,,32,,private,No,,,,,,,,Unspecified,,instance,None,No,Yes,No,No,Yes,,,,,,,,,,,,,,,,3,SMALL_1.1,28,Class1,No
Generalization,33,,,,,34,,Unspecified,,,,,,,,,,,,,,,,,,,14,23,No,,,,,,,,,,,,3,SMALL_1.1,35,Generalization,No
Association,36,,,,,37,,Unspecified,No,No,,,,,,,,,,,No,,,,,,,,,9,,Unspecified,True,None,23,,Unspecified,True,None,,3,SMALL_1.1,38,Association,No
Association,39,,,,,40,,Unspecified,No,No,,,,,,,,,,,No,,,,,,,,,23,,Unspecified,True,None,4,,Unspecified,True,None,,3,SMALL_1.1,38,Association,No
Generalization,41,,,,,42,,Unspecified,,,,,,,,,,,,,,,,,,,14,27,No,,,,,,,,,,,,3,SMALL_1.1,35,Generalization,No
